gate length,Theta,Phi,dt,combination,total time,computing time
24,2.290946195,2.632256645,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 4, 3]",72,630.3306234
23,2.34372485,1.496884877,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3]",69,180.3000932
27,2.792903484,6.017589639,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,223.7772501
15,1.607807825,0.546608632,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",45,29.16447496
22,2.108058842,0.774931164,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 0, 0]",66,376.4714084
24,2.497977745,2.046887069,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2]",72,206.7402859
16,1.434940032,1.785721175,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 2]",48,272.4448831
25,2.778289997,1.864893921,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,94.83039093
23,2.387262671,1.505103167,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",69,112.4016087
24,2.463187116,2.467591421,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2]",72,145.5416582
25,2.711181728,0.084153035,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",75,120.0132351
8,1.000318069,0.637289707,3,"[1, 3, 3, 2, 2, 4, 1, 1]",24,9.297776461
11,0.944681075,3.507592538,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 4]",33,56.30249476
15,1.624261543,0.635701077,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",45,32.92150545
2,0.289727146,2.616847276,3,"[3, 3]",6,0.708985567
14,1.633072918,2.870422223,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",42,36.33878589
4,0.470255822,3.42005898,3,"[1, 3, 3, 2]",12,1.341955662
25,2.516991704,0.412221199,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 0]",75,293.9584942
23,2.505745522,0.021656654,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1]",69,95.09299731
13,1.166281406,5.031805689,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 4, 2]",39,119.8860214
17,1.917755884,5.71150112,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",51,50.39295483
23,2.323572749,1.333455936,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3]",69,267.6560347
0,0.165910518,3.747114327,3,[],0,0.004527569
15,1.430655588,1.417761114,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",45,139.0972967
19,1.810395068,4.496002628,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 3, 0]",57,313.9129739
23,1.950731813,1.575130076,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 0, 3, 0, 1]",69,3354.655166
20,1.866010875,5.118863148,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 0, 4, 1]",60,553.709183
0,0.059305834,3.41491393,3,[],0,0.004000187
3,0.376735393,2.78613937,3,"[1, 3, 3]",9,0.673733234
28,3.047859798,3.7865083,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",84,140.0472057
27,3.006087455,2.690736663,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",81,131.6480653
6,0.668346095,5.549272891,3,"[1, 3, 3, 2, 4, 1]",18,8.083807707
7,0.905311823,3.048168544,3,"[2, 4, 4, 1, 1, 3, 2]",21,8.24045825
6,0.805495167,4.917748542,3,"[1, 3, 3, 2, 2, 4]",18,4.302170515
15,1.462354466,5.528298678,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 0]",45,88.78173709
26,2.76169784,4.299167821,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2]",78,116.4637775
20,2.009102497,2.227525688,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 0, 3]",60,149.6350679
9,1.11654445,4.608233529,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4]",27,11.91336775
11,1.319847443,1.6388782,3,"[4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",33,25.03091717
14,1.510615591,4.514178269,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",42,28.08825755
5,0.603468672,3.990287845,3,"[1, 3, 3, 2, 2]",15,2.386188507
0,0.010704548,1.795161032,3,[],0,0.00304389
11,1.102103055,0.439038699,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 1]",33,24.75695896
27,2.802154809,5.565412123,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4]",81,150.9979143
28,2.96659329,0.749088724,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",84,123.5393341
3,0.358462344,0.908565288,3,"[4, 1, 1]",9,0.266306877
11,1.087916409,2.146989855,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 3, 2]",33,65.89344478
25,2.693404059,3.247872935,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",75,106.7381289
23,2.407629239,1.862164634,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",69,91.24615741
3,0.408351971,4.130278886,3,"[3, 2, 2]",9,0.663635969
2,0.390914713,3.006228681,3,"[3, 2]",6,0.15210557
1,0.201904165,4.901029612,3,[4],3,0.031518459
3,0.452663311,5.487646046,3,"[2, 4, 4]",9,0.671388865
0,0.149549087,0.411771002,3,[],0,0.002997398
11,1.02560691,4.123206738,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2]",33,51.56773424
26,2.634788523,1.342136925,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 0, 1]",78,322.1525354
28,2.859463193,0.514060866,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",84,253.2213042
28,2.901861803,0.835537466,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",84,274.169538
12,1.146471129,4.02876393,3,"[1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 3, 4]",36,61.13697624
15,1.642859779,1.155825076,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 1]",45,119.7153699
24,2.703745467,2.571418569,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",72,118.0174263
23,2.600818497,1.609799787,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",69,96.96084857
10,1.02729311,5.751926729,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1]",30,21.81713581
6,0.692462508,1.720357107,3,"[2, 4, 4, 1, 1, 3]",18,3.544324636
13,1.27279222,1.884934795,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 1]",39,79.03275275
3,0.464641564,1.098320202,3,"[4, 1, 1]",9,0.297513008
21,2.155354023,6.23734353,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4]",63,105.5848873
21,2.145698576,0.502564493,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1]",63,224.3136926
19,2.028175375,1.190918796,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",57,60.59095192
26,2.888760217,1.624005018,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1]",78,139.1631525
0,0.032106875,1.08793641,3,[],0,0.00300169
16,1.73502583,4.587223144,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",48,38.91767216
0,0.130494829,3.10893406,3,[],0,0.002999544
2,0.346793419,0.383661803,3,"[4, 1]",6,0.158412933
10,1.049501913,1.165909764,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 3]",30,21.51817417
25,2.629288685,1.608466713,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,135.8490205
21,2.327865204,4.583170624,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4]",63,79.19161081
24,2.477401611,2.918048024,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1, 3]",72,213.6900749
13,1.368116177,2.039995197,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3]",39,25.59633708
0,0.10158331,5.879749312,3,[],0,0.002000093
26,2.559056775,4.266855986,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 2, 3, 4]",78,491.2580888
27,2.664022167,5.295642116,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 3, 4]",81,596.4739537
5,0.678697973,2.96141779,3,"[4, 1, 1, 3, 2]",15,6.850813866
27,2.832867644,3.940307753,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2]",81,136.2119818
13,1.066627892,5.053727398,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 4, 2, 1]",39,225.308177
1,0.245524334,5.922394253,3,[4],3,0.031050444
7,0.592145279,4.440833452,3,"[4, 1, 1, 3, 2, 3, 2]",21,14.62021112
24,2.468855303,1.143692987,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 4, 1]",72,155.6617491
29,3.133499224,0.324866142,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",87,139.4733925
0,0.028007102,1.851189283,3,[],0,0.001997948
22,2.213413703,1.517006322,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1]",66,255.1720352
22,2.45956895,5.370727629,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,80.28475499
13,1.337963837,2.273419441,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 3, 2]",39,71.34421229
3,0.428772358,1.97047178,3,"[1, 3, 3]",9,0.275383949
3,0.438123005,4.230344136,3,"[3, 2, 2]",9,0.653296471
17,1.827145109,2.429612246,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",51,37.66408753
22,1.921400749,1.474570923,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 2, 4, 4, 1]",66,2324.140988
0,0.106394644,3.568102213,3,[],0,0.003031254
21,2.325821783,4.708561745,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2]",63,96.61076021
14,1.449978151,0.435595568,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1]",42,75.93267345
23,2.361976709,1.615310237,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,187.2440081
21,1.892763547,6.190467605,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 0, 2]",63,1007.212927
21,2.270773238,2.905139896,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2]",63,83.43541718
11,1.062060612,0.546883924,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 1, 3]",33,62.67557883
24,2.165531497,3.306106843,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1, 3]",72,1137.130994
26,2.87175313,3.026716171,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",78,132.7675703
9,1.014920858,3.265345175,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,13.45486879
27,2.872923205,5.130900549,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,155.2566898
9,1.021336543,0.136665163,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,11.97213793
22,2.41910489,0.798034855,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",66,78.7467134
9,1.074847851,3.006036446,3,"[3, 2, 2, 4, 4, 1, 3, 3, 2]",27,13.69710732
27,2.821833858,5.486069462,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,137.2048399
23,2.475894579,1.418442721,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3]",69,82.07040286
21,1.924492212,6.074422722,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 1, 4, 0]",63,806.6420555
20,1.740980381,5.148555364,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 1, 2, 0, 1]",60,1494.341958
25,2.657784585,1.666744288,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3]",75,113.1115608
23,2.311561771,1.458042811,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3]",69,222.5898759
5,0.548562469,2.54489824,3,"[4, 1, 1, 3, 3]",15,2.357458115
8,0.876455603,0.32551118,3,"[1, 3, 3, 2, 2, 4, 4, 1]",24,13.07962966
4,0.53894887,3.010641343,3,"[1, 3, 3, 2]",12,1.185379267
9,1.016639113,4.569348832,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4]",27,10.65739751
23,1.949911085,1.583401104,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 0, 3, 0, 1]",69,3308.40093
6,0.608593573,5.848433784,3,"[1, 3, 3, 2, 4, 1]",18,10.73527074
23,2.508488263,1.88820156,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,169.5168638
12,1.278704992,2.635791599,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",36,19.95082784
29,3.131980744,4.72842619,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1]",87,165.8497844
20,2.003854255,5.136111908,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 1]",60,189.0274765
9,0.986680252,1.484101815,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,16.19541478
20,1.850002292,2.270025135,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 3, 1, 1]",60,615.6135042
22,2.282406772,5.512837746,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 2, 4]",66,125.5244851
13,1.146884615,4.629214751,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 3, 4]",39,181.6138628
21,2.241389688,0.273670223,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1]",63,236.0072708
12,1.404214749,2.773044818,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",36,23.25928211
20,2.078109233,5.364569959,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4]",60,83.76384687
18,2.035883713,0.220942809,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",54,54.90640473
5,0.572117173,1.177287753,3,"[2, 4, 4, 1, 1]",15,2.023482561
19,1.732723155,4.503263093,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 3, 3]",57,521.316385
13,1.283450991,4.768079588,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",39,70.97429633
9,0.901624133,1.573112491,3,"[1, 3, 3, 2, 2, 4, 1, 3, 3]",27,22.8981781
16,1.639024125,0.109504726,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 4]",48,48.5465703
23,2.167781543,2.358712393,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1, 1]",69,615.1737401
7,0.837687837,0.173920008,3,"[1, 3, 3, 2, 4, 1, 1]",21,18.05269027
20,1.940190401,2.294694769,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 1]",60,357.8293605
11,1.055069271,4.218005399,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 4]",33,66.40609026
18,1.809045268,1.86204317,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 1]",54,116.2822332
16,1.485685136,4.823250841,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 3, 2]",48,206.7780814
18,1.484319503,3.282541157,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 3, 3, 0, 4]",54,4767.675898
20,2.159086806,5.08075368,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",60,68.1271224
8,0.799308186,0.639127867,3,"[1, 3, 3, 2, 2, 4, 1, 3]",24,13.24396586
24,2.570594949,5.546335145,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4]",72,101.8840663
13,1.044641661,5.177047494,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 0, 2, 2]",39,235.5973217
22,2.158061806,1.348718575,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 3, 3, 2, 2, 4, 4, 1, 1]",66,343.8130076
12,1.323826566,4.87282391,3,"[1, 3, 3, 2, 4, 1, 1, 3, 3, 2, 2, 4]",36,66.53701615
19,2.057947114,2.682653757,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3]",57,61.8626771
27,2.950796559,5.542714418,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4]",81,118.6555049
14,1.265018105,6.211619379,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 4, 4, 2]",42,138.6583178
6,0.737032845,5.210848878,3,"[1, 3, 3, 2, 2, 4]",18,4.150246859
17,1.603176872,2.565782091,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 3, 0]",51,224.1097624
21,2.376702184,5.97887476,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1]",63,71.95033956
12,1.009533615,2.911696567,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 0, 2, 2]",36,74.14991164
11,1.110477869,2.053588486,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 3, 3]",33,28.45332789
4,0.612993888,3.554364395,3,"[1, 3, 3, 2]",12,1.856235266
7,0.624195543,6.190799563,3,"[1, 3, 3, 2, 2, 2, 1]",21,12.13945842
8,0.91448331,4.032297041,3,"[2, 4, 4, 1, 1, 3, 2, 2]",24,7.889784336
27,2.768493077,5.143422547,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 0, 4]",81,288.3384857
13,1.521436095,3.715178494,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2]",39,27.25323033
14,1.017038673,6.051558768,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 2, 0, 0, 1, 1]",42,1864.939276
4,0.528069853,0.585282978,3,"[2, 4, 4, 1]",12,1.160328865
23,2.353109038,5.119784337,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",69,128.4991255
19,1.588882959,4.087519374,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1, 2, 0, 1]",57,3468.155831
14,1.401208186,4.485581426,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 0]",42,55.21239257
26,2.696424652,2.328846839,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 2]",78,192.7010856
15,1.609689068,3.97064004,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",45,36.62095881
25,2.597587043,0.331789774,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",75,152.6684473
17,1.571288892,2.266968785,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 0, 0]",51,328.3831286
25,2.775145856,0.025510708,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1]",75,105.3061218
16,1.843363238,4.815337636,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4]",48,40.24769783
23,2.283980932,1.618980533,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 3, 1]",69,320.1342905
23,2.358434011,1.942719645,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 1]",69,143.3987191
12,1.205586643,3.905364492,3,"[1, 3, 3, 2, 2, 4, 4, 1, 1, 3, 3, 2]",36,32.85986829
21,1.980235436,3.075504101,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 1, 0]",63,426.7337048
17,1.932609925,2.626019706,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 3]",51,50.89672852
5,0.593577655,3.833092175,3,"[1, 3, 3, 2, 2]",15,5.249235392
15,1.672559873,3.65256377,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2]",45,33.45495462
19,1.603508598,4.229563112,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 1, 1, 3, 0, 0, 1]",57,2520.29575
16,1.616637349,4.696964457,3,"[2, 4, 4, 1, 1, 3, 2, 2, 4, 4, 1, 1, 3, 2, 2, 2]",48,62.63325572
22,2.446259937,5.430398864,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4, 1, 1, 3, 3, 2, 4, 4]",66,90.43282342
17,1.459542246,2.651635853,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2, 2, 4, 4, 1, 4, 0]",51,1127.49157
11,1.163569475,3.269392098,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",33,23.12747312
9,0.975332543,1.449116232,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3]",27,16.01782227
11,1.326885903,3.502679024,3,"[1, 3, 3, 2, 2, 4, 1, 1, 3, 3, 2]",33,16.69578362
9,1.025708065,6.22355898,3,"[4, 1, 1, 3, 3, 2, 4, 4, 1]",27,11.95520234
